序号,核心词汇,简要解释
67,analyze,对…进行分析，分解（等于analyse）
68,resonate,共鸣；共振
69,safeguard,[安全] 保护；保卫；保护措施；[安全] 保护，护卫
70,rectify,改正；精馏；整流
71,debut,初次登台；开张；初次登台
72,braze,用黄铜制；使成黄铜色；铜焊
73,pestilence,瘟疫（尤指鼠疫）；有害的事物
74,medieval,中世纪的；原始的；仿中世纪的；老式的
75,suspend,延缓，推迟；使暂停；使悬浮
76,demolition,拆除（等于demolishment）；破坏；毁坏
77,soliloquy,独白；自言自语
78,exemplary,典范的；惩戒性的；可仿效的
79,paradigm,范例；词形变化表
80,dilate,扩大；膨胀；详述
81,entity,实体；存在；本质
82,pecuniary,金钱的；应罚款的
83,grandiose,宏伟的；堂皇的；浮夸的；宏大的
84,censorious,挑剔的；受批判的（名词censoriousness，副词censoriously）
85,atypical,非典型的；不合规则的
86,gastronomy,烹饪法，美食法；享乐主义
87,witticism,妙语；名言；俏皮话
88,enumerate,列举；枚举；计算
89,echo,反射；重复；回音；效仿
90,qualification,资格；条件；限制；赋予资格
91,invalid,无效的；有病的；残废的；病人；残废者；使伤残；使退役
92,antediluvian,大洪水前的；远古的；陈旧的；旧式的；大洪水以前的人；年迈的人；不合时宜的人
93,moratorium,暂停，中止；[金融] 延期偿付
94,provocative,刺激的，挑拨的；气人的；刺激物，挑拨物；兴奋剂
95,undulate,起伏，波动；震动；呈波浪形；波动的；起伏的；波浪形的
96,salvage,打捞；海上救助；抢救财货；救难的奖金；抢救；海上救助
97,gourmet,美食家；菜肴精美的
98,reciprocal,互惠的；相互的；倒数的，彼此相反的；[数] 倒数；互相起作用的事物
99,adulatory,阿谀的，奉承的；谄媚的
100,append,附加；贴上；盖章；设置数据文件的搜索路径
101,rationalize,使……合理化；使……有理化；为……找借口
102,assay,化验；试验；分析；化验；尝试
103,renovate,更新；修复；革新；刷新
104,leisure,闲暇；空闲；安逸；空闲的；有闲的；业余的
105,churlish,没有礼貌的；脾气暴躁的
106,sermonize,说教；布道
107,incandescent,辉耀的；炽热的；发白热光的
108,quadrant,象限；[海洋][天] 象限仪；四分之一圆
109,canine,犬的；犬齿的；犬科的；似犬的；犬；[解剖] 犬齿
110,seminar,讨论会，研讨班
111,veracity,诚实；精确性；老实；说真实话
112,disrepute,不光彩，坏名声
113,column,纵队，列；专栏；圆柱，柱形物
114,deduce,推论，推断；演绎出
115,contradict,反驳；否定；与…矛盾；与…抵触
116,effulgence,灿烂；光辉
117,votary,崇拜者；出家人；立誓任圣职的；誓约的
118,sparse,稀疏的；稀少的
119,inveterate,根深的；积习的；成癖的
120,indicator,指示器；[试剂] 指示剂；[计] 指示符；压力计
121,ray,射线；光线；【鱼类】鳐形目(Rajiformes)鱼；放射；显出
122,aristocrat,贵族
123,deduct,扣除，减去；演绎
124,disturb,打扰；妨碍；使不安；弄乱；使恼怒
125,discord,不和；不调和；嘈杂声；不一致；刺耳
126,brightness,[光][天] 亮度；聪明，活泼；鲜艳；愉快
127,pusillanimous,胆怯的；懦弱的；优柔寡断的
128,ruthless,无情的，残忍的
129,mordacious,锐利的；辛辣的
130,quantum,量子论；额；美国昆腾公司（世界领先的硬盘生产商）
131,bravado,虚张声势；冒险
132,tawdry,非常华丽的；廉价而俗丽的；俗丽的东西；廉价而俗丽之物
133,supplement,增补，补充；增补，补充；补充物；增刊，副刊
134,aqueous,水的，水般的
135,espy,看到；认出；发现；(Espy)人名；(英、法)埃斯皮
136,lament,挽歌；恸哭；悲痛之情；哀悼；悲叹；悔恨
137,hinder,成为阻碍；后面的；(Hinder)人名；(芬)欣德
138,admonish,告诫；劝告
139,dominate,控制；支配；占优势；在…中占主要地位
140,vacillate,犹豫；踌躇；摇摆
141,proportionate,成比例的；相称的；适当的；使成比例；使相称
142,conformity,一致，适合；符合；相似
143,axis,轴；轴线；轴心国
144,misrepresent,歪曲，误传；不合适地代表
145,conductor,导体；售票员；领导者；管理人
146,travail,分娩的痛苦；艰苦劳动；辛勤努力；经受分娩的阵痛
147,inefficacious,无用的；无效果的
148,excrement,粪便，排泄物
149,magnitude,大小；量级；[地震] 震级；重要；光度
150,orthodox,正统的；传统的；惯常的；东正教的；正统的人；正统的事物
151,colleague,同事，同僚
152,assignee,代理人；受托人；分配到任务的人
153,brittle,易碎的，脆弱的；易生气的
154,assertion,断言，声明；主张，要求；坚持；认定
155,confront,面对；遭遇；比较
156,peruse,详细考察；精读
157,deport,驱逐出境；举止；放逐；(Deport)人名；(捷)德波特；(法)德波尔
158,ludicrous,滑稽的；荒唐的
159,advantage,优势；利益；有利条件；获利
160,rag,破布；碎屑；戏弄；责骂
161,amusement,消遣，娱乐；乐趣
162,intermittent,间歇的；断断续续的；间歇性
163,exhaust,排出；耗尽；使精疲力尽；彻底探讨；排气；废气；排气装置
164,suspicious,可疑的；怀疑的；多疑的
165,regress,逆行，倒退；复归；回归；退回
166,souvenir,纪念品；礼物；把…留作纪念
167,recumbent,斜倚的；休息的
168,neural,神经的；神经系统的；背的；神经中枢的；(Neural)人名；(捷)诺伊拉尔
169,amateur,爱好者；业余爱好者；外行；业余的；外行的
170,sealant,[机] 密封剂
171,subside,平息；减弱；沉淀；坐下
172,haste,匆忙；急忙；轻率；匆忙；赶紧；赶快
173,numeration,计算；数字的读法；[数] 命数法；编号
174,depraved,堕落的；腐化的；卑鄙的；使腐化（deprave的过去式和过去分词）
175,zeal,热情；热心；热诚
176,preamble,序文；电报报头；先兆；作序文
177,testimonial,证明书；推荐书；证明的；褒奖的；表扬的
178,upturn,情况好转；使……转朝上；翻转；向上
179,alight,下来；飞落；烧着的；点亮着的
180,indiscriminate,任意的；无差别的；不分皂白的
181,rationality,合理性；合理的行动
182,sterling,纯正的；英币的；纯银制的；英国货币；标准纯银
183,element,元素；要素；原理；成分；自然环境
184,obstinate,顽固的；倔强的；难以控制的
185,writhe,翻滚；蠕动；翻滚；扭动；苦恼
186,embody,体现，使具体化；具体表达；(Embody)人名；(英)恩博迪
187,ascetic,苦行的；禁欲主义的；苦行者；禁欲者
188,equilibrium,均衡；平静；保持平衡的能力
189,dominant,显性的；占优势的；支配的，统治的；显性
190,rob,抢劫；使…丧失；非法剥夺
191,recant,宣布放弃；公开认错
192,interpreter,解释者；口译者；注释器
193,verification,确认，查证；核实
194,brusque,唐突的；直率的；无礼的；(Brusque)人名；(法)布吕斯克
195,dissect,切细；仔细分析
196,branch,分支；出现分歧；树枝，分枝；分部；支流
197,cathode,阴极（电解）
198,turmoil,混乱，骚动
199,mandate,授权；命令，指令；委托管理；受命进行的工作；授权；托管
200,trivial,不重要的，琐碎的；琐细的
201,lugubrious,悲哀的，悲惨的
202,space,空间；太空；距离；留间隔
203,rationalism,理性主义；唯理主义
204,epitaph,碑文，墓志铭
205,resilience,恢复力；弹力；顺应力
206,cognate,[地质] 同源的；同类的；同族；同根词
207,winsome,迷人的；可爱的；引人注目的
208,appellation,称呼；名称；名目
209,agitation,激动；搅动；煽动；烦乱
210,unanimity,同意，全体一致
211,commotion,骚动；暴乱
212,astute,机敏的；狡猾的，诡计多端的
213,pepsin,胃蛋白酶
214,retort,反驳，顶嘴；曲颈瓶；反驳，反击
215,subconscious,潜意识的；下意识的；潜在意识；下意识心理活动
216,enormous,庞大的，巨大的；凶暴的，极恶的
217,foster,培养；养育，抚育；抱（希望等）；收养的，养育的；(Foster)人名；(英、捷、意、葡、法、德、俄、西)福斯特
218,ethereal,优雅的；轻飘的；缥缈的；超凡的
219,irresolute,优柔寡断的；踌躇不定的；无决断的
220,convoke,召集；召集…开会
221,codicil,遗嘱的附录
222,reserved,保留的，预订的；缄默的，冷淡的，高冷的；包租的
223,morose,郁闷的；孤僻的
224,drowsy,昏昏欲睡的；沉寂的；催眠的
225,gibberish,乱语；快速而不清楚的言语
226,dogmatist,教条主义者；独断家；独断论者
227,alien,外国的；相异的，性质不同的；不相容的；外国人，外侨；外星人；让渡，转让
228,cartographer,制图师；地图制作者
229,embitter,使怨恨；使难受；使受苦
230,obtrusive,突出的；强迫人的；冒失的
231,emulate,仿真；模仿；尽力赶上；同…竞争；仿真；仿效
232,regale,取悦；盛情款待；款待
233,innumerable,无数的，数不清的
234,calorie,卡路里（热量单位）
235,nemesis,报应；给与惩罚的人；天罚
236,conundrum,难题；谜语
237,whine,发牢骚；哭诉；嘎嘎响；发呜呜声；抱怨；牢骚；哀鸣
238,incriminate,控告；暗示有罪
239,extinction,灭绝；消失；消灭；废止
240,penalty,罚款，罚金；处罚
241,vigilance,警戒，警觉；警醒症
242,analyst,分析者；精神分析医师；分解者
243,joint,关节；接缝；接合处，接合点；（牛，羊等的腿）大块肉；共同的；连接的；联合的，合办的；连接，贴合；接合；使有接头
244,furtive,鬼鬼祟祟的，秘密的
245,authentic,真正的，真实的；可信的
246,contract,收缩；感染；订约；合同；婚约
247,philosophy,哲学；哲理；人生观
248,defiant,挑衅的；目中无人的，蔑视的；挑战的
249,uphold,支撑；鼓励；赞成；举起
250,infringe,侵犯；违反；破坏
251,genome,基因组；染色体组
252,equestrian,马的；骑马的；骑术的；骑手；骑马者
253,stationary,固定的；静止的；定居的；常备军的；不动的人；驻军
254,imitate,模仿，仿效；仿造，仿制
255,tangent,切线的，相切的；接触的；离题的；[数] 切线，[数] 正切
256,vain,徒劳的；自负的；无结果的；无用的
257,interference,干扰，冲突；干涉
258,violent,暴力的；猛烈的
259,quotation,[贸易] 报价单；引用语；引证
260,impurity,杂质；不纯；不洁
261,elevated,提高的；高尚的；严肃的；欢欣的；提高；抬起；振奋；提拔（elevate的过去分词）；高架铁路
262,polish,磨光，擦亮；擦亮剂；优雅，精良；擦亮，变光滑；波兰的
263,decay,衰退，[核] 衰减；腐烂，腐朽
264,disciple,门徒，信徒；弟子
265,grip,紧握；柄；支配；握拍方式；拍柄绷带；紧握；夹紧
266,prepossessing,给人好感的；有魅力的；引人注意的；预先影响；使先具有（prepossess的现在分词）
267,besmear,弄脏，涂抹；玷污
268,recourse,求援，求助；[经] 追索权；依赖；救生索
269,repudiate,拒绝；否定；批判；与…断绝关系；拒付
270,centenary,一百年；百年纪念；一百年的
271,assailant,攻击者；袭击的；攻击的
272,brigand,强盗；土匪；盗贼
273,jeopardize,危害；使陷危地；使受危困
274,sanctimonious,假装虔诚的；假装圣洁的；假装诚实的
275,errant,不定的；周游的；错误的；偏离正路的
276,alias,别名，化名；别名叫；化名为
277,predation,捕食；掠夺
278,drub,用棒打；硬灌；打击
279,abeyance,中止，停顿；归属待定，暂搁
280,patriotism,爱国主义；爱国心，爱国精神
281,pervasive,普遍的；到处渗透的；流行的
282,instrument,仪器；工具；乐器；手段；器械
283,accede,加入；同意；就任
284,innocuous,无害的；无伤大雅的
285,amphitheater,竞技场；[建] 圆形露天剧场；古罗马剧场
286,demeanor,风度；举止；行为
287,commodity,商品，货物；日用品
288,callous,无情的；麻木的；硬结的；起老茧的；使冷酷无情；使硬结；使生茧；硬皮；老茧
289,countermand,取消；反对命令；取消，撤消；下反对命令召回
290,slander,诽谤；造谣中伤；诽谤；中伤
291,deride,嘲笑；嘲弄
292,sugar,糖；食糖；甜言蜜语；加糖于；粉饰
293,replenish,补充，再装满；把…装满；给…添加燃料
294,recitation,背诵；朗诵；详述；背诵的诗
295,atrocity,暴行；凶恶，残暴
296,wield,使用；行使；挥舞
297,speculate,推测；投机；思索
298,wittingly,有意地，存心地
299,maintain,维持；继续；维修；主张；供养
300,lucubration,刻苦钻研；苦心而成的著作
301,malediction,坏话，诅咒
302,vindicate,维护；证明…无辜；证明…正确
303,invidious,诽谤的；不公平的；引起反感的；易招嫉妒的
304,melodious,悦耳的；旋律优美的
305,fluid,流动的；流畅的；不固定的；流体；液体
306,insidious,阴险的；隐伏的；暗中为害的；狡猾的
307,concurrent,并发的；一致的；同时发生的；[数] 共点；同时发生的事件
308,appeal,呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判；呼吁，请求；吸引力，感染力；上诉；诉诸裁判
309,derelict,玩忽职守的；无主的；被抛弃了的；遗弃物；玩忽职守者；被遗弃的人
310,despoil,掠夺，剥夺；夺取
311,derive,源于；得自；获得；(Derive)人名；(法)德里夫
312,nonplus,迷惑；困惑；使困惑
313,charter,特许；包租；发给特许执照；宪章；执照；特许状
314,futile,无用的；无效的；没有出息的；琐细的；不重要的
315,undervalue,低估之价值；看轻
316,jaded,厌倦的；疲倦不堪的；厌倦（jade的过去分词）；变得疲倦；精疲力竭
317,omnivore,[动] 杂食动物；不偏食的人
318,fuse,融合；熔化，熔融；保险丝，熔线；导火线，雷管
319,nauseate,作呕；厌恶；产生恶感
320,distend,使…膨胀；使…扩张
321,superlative,最高的；最高级的；过度的；最高级；最好的人；最高程度；夸大话
322,scurrilous,下流的；说话粗鄙恶劣的；无礼的
323,advocate,提倡，主张，拥护；提倡者；支持者；律师
324,eliminate,消除；排除
325,posit,安置；假定；假设；设想
326,artifice,诡计；欺骗；巧妙的办法
327,diabolical,恶魔的
328,lively,活泼的；生动的；真实的；生气勃勃的；(Lively)人名；(英)莱夫利
329,malicious,恶意的；恶毒的；蓄意的；怀恨的
330,rue,后悔；悲伤；芸香；后悔
331,vitiate,损害，弄坏；使无效；污染
332,superintend,监督；管理；主管；指挥
333,ancillary,辅助的；副的；从属的；助手；附件
334,odds,几率；胜算；不平等；差别
335,significant,重大的；有效的；有意义的；值得注意的；意味深长的；象征；有意义的事物
336,preordain,注定；预先决定
337,sagacious,睿智的，聪慧的；有远见的，聪慧的
338,graduate,授予…学位；分等级；标上刻度；研究生；毕业生；毕业的；研究生的
339,bibliophile,藏书家；爱书的人
340,autonomous,自治的；自主的；自发的
341,conjugal,婚姻的；结婚的；夫妻之间的
342,negligible,微不足道的，可以忽略的
343,heedful,注意的；深切注意的；深切留心的
344,scrutiny,详细审查；监视；细看；选票复查
345,retract,缩回；缩进；取消；收缩核
346,sensitive,敏感的；感觉的；[仪] 灵敏的；感光的；易受伤害的；易受影响的；敏感的人；有灵异能力的人
347,sarcasm,讽刺；挖苦；嘲笑
348,bridle,缰绳；马勒；系带；约束物；控制；给装马勒
349,transposition,[数] 移项；调换；换置；变调
350,premonition,预告；征兆
351,paralysis,麻痹；无力；停顿
352,metabolism,[生理] 新陈代谢
353,fretful,焦躁的；烦燥的；起波纹的
354,dilapidate,毁坏；荒废；浪费
355,emergence,出现，浮现；发生；露头
356,belabor,痛打；抨击；过度说明；反复讨论
357,medium,中间的，中等的；半生熟的；方法；媒体；媒介；中间物
358,perverse,堕落的，不正当的；倔强的；违反常情的
359,gland,腺
360,reliance,信赖；信心；受信赖的人或物
361,aviary,鸟类饲养场；大型鸟舍
362,panegyric,颂词，赞颂
363,obviate,排除；避免；消除
364,debilitate,使衰弱；使虚弱
365,biased,有偏见的；结果偏倚的，有偏的
366,condone,宽恕；赦免
367,scruple,微量；顾虑；踌躇；有顾忌；踌躇
368,wrest,用力拧；抢夺；歪曲；扭，拧
369,infuse,灌输；使充满；浸渍
370,timbre,[声] 音色；音质；音品
371,impute,归罪于，归咎于；嫁祸于
372,spineless,没有骨气的；无脊椎的；懦弱的
373,infuriate,激怒；使大怒；狂怒的
374,emergency,紧急情况；突发事件；非常时刻；紧急的；备用的
375,unaffected,不受影响的；自然的；真挚的；不矫揉造作的
376,bowler,圆顶礼帽；投球手；玩滚球的人
377,grasshopper,蚱蜢；[植保] 蝗虫；小型侦察机；见异思迁；蚱蜢似地跳
378,clandestine,秘密的，私下的；偷偷摸摸的
379,pinnacle,高峰；小尖塔；尖峰；极点；造小尖塔；置于尖顶上；置于高处
380,proclaim,宣告，公布；声明；表明；赞扬
381,gruff,粗暴的；粗哑的；脾气坏的；粗鲁地说；生硬地说；粗鲁地说；生硬地说话；格拉夫（英国珠宝品牌）
382,aptitude,天资；自然倾向；适宜
383,radiance,辐射；光辉；发光；容光焕发
384,deplore,谴责；悲悼；哀叹；对…深感遗憾
385,morality,道德；品行，美德
386,literary,文学的；书面的；精通文学的
387,ion,[化学] 离子
388,gesticulation,手势；姿势；示意动作
389,preeminence,卓越；杰出
390,clamorous,吵闹的；大声要求的
391,enthrall,迷住，使着迷
392,complacent,自满的；得意的；满足的
393,collaborate,合作；勾结，通敌
394,solicitude,焦虑；渴望；担心
395,prim,拘谨的；整洁的；呆板的；使显得一本正经；把…打扮得整整齐齐；(Prim)人名；(法、德、匈、捷、瑞典、西、葡)普里姆
396,aboriginal,土著的；原始的；土著居民；土生生物
397,soothe,安慰；使平静；缓和
398,elusive,难懂的；易忘的；逃避的；难捉摸的
399,kiosk,凉亭；公用电话亭；报摊
400,discretionary,任意的；自由决定的
401,gallop,疾驰；飞奔；飞驰；急速进行；急急忙忙地说
402,flux,[流][机] 流量；变迁；不稳定；流出；使熔融；用焊剂处理
403,repulse,拒绝；驱逐；憎恶；拒绝；击退
404,spheroid,球状体；回转椭球体
405,dominance,优势；统治；支配
406,insure,确保，保证；给…保险
407,assimilate,吸收；使同化；把…比作；使相似
408,dismissal,解雇；免职
409,irk,使烦恼；使厌倦
410,acute,严重的，[医] 急性的；敏锐的；激烈的；尖声的
411,Oxygen,[化学] 氧气，[化学] 氧
412,breach,违背，违反；缺口；违反，破坏；打破
413,pursue,继续；从事；追赶；纠缠
414,suasion,说服，劝告
415,accessory,配件；附件；[法] 从犯；副的；同谋的；附属的
416,commentary,评论；注释；评注；说明
417,repository,贮藏室，仓库；知识库；智囊团
418,terrestrial,地球的；陆地的，[生物] 陆生的；人间的；陆地生物；地球上的人
419,strenuous,紧张的；费力的；奋发的；艰苦的；热烈的
420,atrocious,凶恶的，残暴的
421,adoration,崇拜；爱慕
422,corroborate,证实；使坚固
423,successive,连续的；继承的；依次的；接替的
424,plague,瘟疫；灾祸；麻烦；讨厌的人；折磨；使苦恼；使得灾祸
425,methane,[有化] 甲烷；[能源] 沼气
426,tremulous,胆小的；战栗的；震颤的
427,ravine,沟壑，山涧；峡谷
428,counter,柜台；对立面；计数器；（某些棋盘游戏的）筹码；反击，还击；反向移动，对着干；反驳，回答；相反的；反方向地；背道而驰地
429,differentiation,变异，[生物] 分化；区别
430,reign,统治；支配；盛行；君临；统治；统治时期；支配
431,accompaniment,伴奏；伴随物
432,ire,忿怒；使发怒
433,charge,费用；电荷；掌管；控告；命令；负载；使充电；使承担；指责；装载；对…索费；向…冲去
434,disdain,蔑视；鄙弃
435,trajectory,[物] 轨道，轨线；[航][军] 弹道
436,incomprehensible,费解的；不可思议的；无限的
437,stultify,使变无效；使显得愚笨；使无价值
438,artistic,艺术的；风雅的；有美感的
439,surfeit,过度；饮食过度；恶心（由于饮食过度所引起）；使饮食过度；使厌腻；使过度沉溺于
440,gloomy,黑暗的；沮丧的；阴郁的
441,implausible,难以置信的，不像真实的
442,espouse,支持；嫁娶；赞成；信奉
443,zero,零点，零度；零
444,residue,残渣；剩余；滤渣
445,outgoing,对人友好的，开朗的；出发的，外出的；即将离职的；乐于助人的；外出；流出；开支；超过；优于（outgo的ing形式）
446,litigant,诉讼当事人；诉讼的
447,apparition,幽灵；幻影；鬼怪；离奇出现的东西
448,chronological,按年代顺序排列的；依时间前后排列而记载的
449,vapid,无趣味的；无生气的；索然乏味的
450,stock,股份，股票；库存；血统；树干；家畜；存货的，常备的；平凡的；进货；备有；装把手于…
451,reform,改革，改良；改正；改革，革新；重新组成；改革的；改革教会的
452,fervent,热心的；强烈的；炽热的；热烈的
453,bilateral,双边的；有两边的
454,compelling,引人注目的；强制的；激发兴趣的；强迫；以强力获得（compel的ing形式）
455,dissentious,争吵的；好争论的
456,bombard,轰炸；炮击；射石炮
457,sebaceous,分泌脂质的；脂肪的，脂肪质的；似油脂或皮脂的
458,elapse,消逝；时间过去；流逝；时间的过去
459,productive,能生产的；生产的，生产性的；多产的；富有成效的
460,polarize,（使）极化；（使）偏振；（使）两极分化
461,ruddy,红的；红润的；极度；非常；使变红；变红；(Ruddy)人名；(英)拉迪
462,sap,[植] 树液；精力，元气；活力；坑道；使衰竭，使伤元气；挖掘以破坏基础
463,philanthropic,博爱的；仁慈的
464,visual,视觉的，视力的；栩栩如生的
465,philanthropy,博爱，慈善；慈善事业
466,cant,斜面；伪善之言；黑话；角落；倾斜；讲黑话；行话的；哀诉声的；假仁假义的
467,combination,结合；组合；联合；[化学] 化合
468,pulverize,粉碎；使成粉末；研磨
469,fulsome,令人生厌的；过度的
470,mundane,世俗的，平凡的；世界的，宇宙的
471,line,路线，航线；排；绳；排成一行；划线于；以线条标示；使…起皱纹
472,jubilant,欢呼的；喜洋洋的
473,afire,燃烧的；着火的；燃烧着；着火地
474,fortunate,幸运的；侥幸的；吉祥的；带来幸运的
475,apathy,冷漠，无兴趣，漠不关心；无感情
476,atone,赎罪；弥补；偿还
477,precaution,预防，警惕；预防措施；警惕；预先警告
478,reticent,沉默的；有保留的；谨慎的
479,demure,端庄的；娴静的；严肃的；假装正直的；(Demure)人名；(法)德米尔
480,symmetrical,匀称的，对称的
481,revert,回复；重提；返祖遗传；归还；恢复原状者
482,pile,堆；大量；建筑群；累积；打桩于
483,disprove,反驳，证明…是虚假的
484,molecule,[化学] 分子；微小颗粒，微粒
485,revocation,取消；撤回；废除
486,zenith,顶峰；顶点；最高点
487,robust,强健的；健康的；粗野的；粗鲁的
488,embolden,使有胆量，使大胆
489,choleric,易怒的；暴躁的；胆汁质的
490,machination,阴谋；诡计
491,revere,敬畏；尊敬；崇敬
492,encroach,蚕食，侵占
493,hallmark,特点；品质证明；给…盖上品质证明印记；使具有…标志
494,quintessence,精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
495,chagrin,懊恼；委屈；气愤；使…懊恼
496,zest,风味；热心；强烈的兴趣；给…调味
497,arrange,安排；排列；整理
498,assemble,集合，聚集；装配；收集
499,cornea,[解剖] 角膜
500,spate,洪水；一阵；大雨；突然迸发
501,agitate,摇动；骚动；使…激动
502,tour,旅游，旅行；巡回演出；旅行，在……旅游；在……作巡回演出
503,blithesome,愉快的
504,tout,兜售；招徕；刺探赛马情报；侦查者；兜售者
505,anecdote,轶事；奇闻；秘史
506,cerebellum,[解剖] 小脑
507,factious,好捣乱的；好搞派系的；源于派别的
508,artistry,艺术性；工艺；艺术技巧；艺术效果；艺术工作
509,obdurate,顽固的，执拗的；冷酷无情的
510,overcome,克服；胜过
511,iconoclast,偶像破坏者；提倡打破旧习的人
512,acceleration,加速，促进；[物] 加速度
513,poignant,尖锐的；辛酸的；深刻的；切中要害的；(Poignant)人名；(法)普瓦尼昂
514,pungent,辛辣的；刺激性的；刺鼻的；苦痛的；尖刻的
515,heat,高温；压力；热度；热烈；使激动；把…加热
516,restitution,恢复；赔偿；归还
517,awry,错误的；扭曲的；歪曲地；歪斜地；错误地
518,mordent,涟音；波音
519,dejected,沮丧的，灰心的
520,upshot,结果，结局；要点
521,relegate,把降低到；归入；提交
522,narcissistic,自恋的；自我陶醉的
523,intellectual,智力的；聪明的；理智的；知识分子；凭理智做事者
524,sloth,怠惰，懒惰；[脊椎] 树懒
525,heedless,不注意的；不留心的
526,arboriculture,树木的培植/栽培
527,fulminate,爆炸；电闪；怒喝；雷酸盐；烈性炸药
528,dwarf,变矮小；侏儒，矮子；矮小的
529,resonance,[力] 共振；共鸣；反响
530,retrace,追溯；折回；重描
531,dogged,顽强的；顽固的；跟踪；尾随（dog的过去式）
532,diminutive,小的，小型的，微小的；爱称；指小词；身材极小的人
533,symmetry,对称（性）；整齐，匀称
534,facile,（言语或理论）轻率的，未经深思熟虑的
535,dissolve,使溶解；使分解；使液化；叠化画面；画面的溶暗
536,repetition,重复；背诵；副本
537,stoic,斯多葛学派哲学家；禁欲主义者；恬淡寡欲的人，不以苦乐为意的人；坚忍的，苦修的；斯多葛派的；禁欲主义的
538,gross,总共的；粗野的；恶劣的；显而易见的；总共收入；总额，总数
539,allegory,寓言
540,artless,天真的；朴实的；无虚饰的
541,reciprocate,报答；互换；互给
542,virus,[病毒] 病毒；恶毒；毒害
543,quarantine,检疫；隔离；使隔离；检疫；隔离；检疫期；封锁
544,temporary,暂时的，临时的；临时工，临时雇员
545,superintendent,监督人；负责人；主管；指挥者
546,remiss,怠慢的；迟缓的；不小心的
547,eclipse,使黯然失色；形成蚀；日蚀，月蚀；黯然失色
548,equality,平等；相等；[数] 等式
549,virtu,古董；艺术品爱好
550,dramatic,戏剧的；急剧的；引人注目的；激动人心的
